bookID,title,authors,publication_date,publisher
39690,Good Poems for Hard Times,Garrison Keillor/Charles Bukowski/Robert Burns/Hayden Carruth/Raymond Carver/Billy Collins/Noël Coward/Carl Dennis/E.E. Cummings/Emily Dickinson/Stephen Dobyns/Fleur Adcock/John Donne/Rita Dove/Stephen Dunn/Lawrence Ferlinghetti/Robert Frost/Erica Funkhouser/Donald Hall/Patricia Hampl/Thomas Hardy/Jim Harrison/W.H. Auden/Jennifer Michael Hecht/David Ignatow/John Keats/X.J. Kennedy/Jane Kenyon/Galway Kinnell/Maxine Kumin/Kate Light/Henry Wadsworth Longfellow/Louis MacNeice/Hilaire Belloc/Herman Melville/W.S. Merwin/Edna St. Vincent Millay/Howard Nemerov/Sharon Olds/Mary Oliver/Grace Paley/Lawrence Raab/Kenneth Rexroth/Wendell Berry/Carl Sandburg/John Berryman/Elizabeth Bishop/William Blake/Philip   Booth/Virginia Hamilton Adair/Liesl Mueller,2006-08-29,Penguin Books
39692,Good Poems,Garrison Keillor,2003-08-26,Penguin Books
39700,Managers Not MBAs: A Hard Look at the Soft Practice of Managing and Management Development,Henry Mintzberg,2005-08-01,Berrett-Koehler Publishers
39707,Hell No  We Won't Go! Resisting the Draft During the Vietnam War,Sherry Gershon Gottlieb,1991-07-01,Viking
39724,Marsha Is Only a Flower (Marsha  #2),Barbara Bottner,2000-04-01,Random House Books for Young Readers
39733,Almond Cookies & Dragon Well Tea,Cynthia Chin-Lee/Youshan Tang,1993-05-01,Polychrome Publishing Corporation
39747,The Empire of Ice Cream,Jeffrey Ford/Jonathan Carroll,2006-04-01,Golden Gryphon Press
39748,The Fantasy Writer's Assistant and Other Stories,Jeffrey Ford,2002-08-01,Golden Gryphon Press
39749,Memoranda,Jeffrey Ford/Jacques Guiod,2002-12-10,J'ai Lu
39763,The Mystical Poems of Rumi 1: First Selection  Poems 1-200,Rumi/A.J. Arberry,1974-03-15,University Of Chicago Press
39771,Ruby Gloom's Guide to Friendship,Matt Riser/Martin Hsu,2005-05-01,Harry N. Abrams
39773,Slouching Toward Nirvana,Charles Bukowski/John   Martin,2006-01-03,Ecco
39774,Mockingbird Wish Me Luck,Charles Bukowski,2002-05-31,Ecco
39784,Seventeen and In-Between,Barthe DeClements,1993-08-01,Puffin
39785,How Do You Lose Those Ninth-grade Blues?,Barthe DeClements,1993-04-01,Puffin
39792,The Man Who Smiled (Kurt Wallander #4),Henning Mankell/Laurie Thompson,2006-09-19,The New Press
39793,Before the Frost (Linda Wallander #1),Henning Mankell/Ebba Segerberg,2006-02-14,Vintage Crime/Black Lizard
39795,The Dogs of Riga (Kurt Wallander  #2),Henning Mankell/Laurie Thompson,2004-04-13,Vintage Crime/Black Lizard
39796,Sidetracked (Kurt Wallander  #5),Henning Mankell/Steven T. Murray,2003-05-13,Vintage Crime/Black Lizard
39797,The Return of the Dancing Master,Henning Mankell/Laurie Thompson,2005-02-08,Vintage Crime/Black Lizard
39799,One Step Behind  (Kurt Wallander  #7),Henning Mankell/Ebba Segerberg,2003-04-03,Vintage
39801,The White Lioness (Kurt Wallander  #3),Henning Mankell/Laurie Thompson,2003-09-04,Vintage
39806,Black Like Us: A Century of Lesbian  Gay  and Bisexual African American Fiction,Devon W. Carbado/Evelyn C. White/Dwight A. McBride/Donald Weise,2002-05-28,Cleis Press
39820,To Collar a Killer (Jack and Jamie #3),Lee Charles Kelley,2004-11-30,Avon
39822,A Nose for Murder (Jack and Jamie #1),Lee Charles Kelley,2003-03-01,Avon Books
39823,Murder Unleashed (Jack and Jamie #2),Lee Charles Kelley,2004-01-01,Avon Books
39829,His Princess Devotional: A Royal Encounter With Your King,Sheri Rose Shepherd,2007-10-16,Multnomah
39836,How to Be Happy All the Time,Paramahansa Yogananda,2006-06-01,Crystal Clarity Publishers
39849,Illuminata: A Return to Prayer,Marianne Williamson,1995-11-01,Riverhead Books
39855,Ten Kids  No Pets,Ann M. Martin,1989-04-01,Scholastic
39872,Encyclopedia of an Ordinary Life,Amy Krouse Rosenthal,2005-12-06,Broadway Books
39876,The OK Book,Amy Krouse Rosenthal/Tom Lichtenheld,2007-04-24,HarperCollins
39889,Grey Eminence,Aldous Huxley,2005-04-07,Vintage Classics
39899,Arms and Armor: A Pictorial Archive from Nineteenth-Century Sources,Carol Belanger Grafton,1995-07-25,Dover Publications
39902,Bittersweet: Recipes and Tales from a Life in Chocolate,Alice Medrich/Deborah Jones,2003-11-15,Artisan
39904,Chocolate and the Art of Low-Fat Desserts,Alice Medrich,1994-10-28,Warner Books (NY)
39905,A Year in Chocolate: Four Seasons of Unforgettable Desserts,Alice Medrich,2001-10-24,Warner Books (NY)
39906,Cocolat: Extraordinary Chocolate Desserts,Alice Medrich/Patricia Brabant,1990-10-01,Grand Central Publishing
39910,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,2001-11-14,Ten Speed Press
39913,Beach Blanket Bad Boys,Linda Lael Miller/Alison Kent/Lucy Monroe/Jill Shalvis/Susanna Carr/Morgan Leigh,2005-06-07,Kensington
39926,The Beauty Myth,Naomi Wolf,2002-09-24,Harper Perennial
39933,How to Read Literature Like a Professor,Thomas C. Foster,2014-11-14,Harper Perennial
39934,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,Francine Prose,2007-04-10,Harper Perennial
39936,After,Francine Prose,2004-05-11,HarperTeen
39937,Blue Angel,Francine Prose,2006-02-28,Harper Perennial
39941,Household Saints,Francine Prose,2003-04-01,Harper Perennial
39959,The Carl Hiaasen Collection: Lucky You and Sick Puppy,Carl Hiaasen/Edward Asner,2006-06-06,Random House Audio
39961,He Came to Set the Captives Free,Rebecca  Brown,1992-07-01,Whitaker House
39963,A Long Way from Chicago (A Long Way from Chicago  #1),Richard Peck,2004-04-12,Puffin Books
39969,A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),Lisa S.  French,2006-08-05,Saddleback Educational Publishing  Inc.
39970,The Dreadful Future of Blossom Culp (Blossom Culp  #3),Richard Peck,2001-04-23,Puffin
39980,A Year Down Yonder (A Long Way from Chicago  #2),Richard Peck,2002-11-21,Puffin Books
39988,Matilda,Roald Dahl/Quentin Blake,1998-06-01,Puffin Books
39989,Matilda Bone,Karen Cushman/Trina Schart Hyman,2002-03-12,Yearling
39993,The Full Matilda,David Haynes,2004-05-11,Broadway Books
39994,Tuscan Countess: The Life and Extraordinary Times of Matilda of Canossa,Michele K. Spike,2004-09-28,Vendome Press
40003,The History of Rome  Books 21-30: The War with Hannibal,Livy/Aubrey de Sélincourt/Betty Radice,1972-07-30,Penguin Classics
40004,Hannibal,Theodore Ayrault Dodge/Ian M. Cuthbertson,2005-07-16,Barnes  Noble
40005,Hannibal's Children,John Maddox Roberts,2003-03-25,Berkley Publishing Group
40007,Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,2001-09-17,Da Capo Press
40010,Hannibal: Enemy Of Rome,Leonard Cottrell,1992-08-22,Da Capo Press
40012,Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton/John S. Lazo/Keith  L. Parker,2005-09-21,McGraw-Hill Professional Publishing
40016,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,1992-02-05,Dover Publications
40020,A Patchwork Planet,Anne Tyler,2001-05-01,Ballantine Books
40021,A Slipping-Down Life,Anne Tyler,2004-05-04,Ballantine Books
40022,The Hound of the Baskervilles: Another Adventure of Sherlock Holmes  with the Adventure of the Speckled Band,Arthur Conan Doyle/Francis O'Gorman,2006-01-10,Broadview Press Inc
40023,The Hound of the Baskervilles,Patrick Nobes/Arthur Conan Doyle/Jennifer Bassett/Tricia Hedge,2000-09-12,Oxford University Press  USA
40024,The Alienist (Dr. Laszlo Kreizler  #1),Caleb Carr,2006-10-24,Random House
40030,My Movie Business,John Irving,2000-10-05,Black Swan
40031,A Son of the Circus,Irving John,1994-09-01,Bloomsbury
40033,John Hammond on Record: An Autobiography,John   Hammond/Irving Townsend,1981-02-26,Penguin Books
40042,Always Remember Me: How One Family Survived World War II,Marisabina Russo,2005-04-01,Atheneum Books for Young Readers
40048,Un rôle qui me convient,Richard Russo/Jean-Luc Piningre,2002-08-29,Éditions 10/18
40049,Monkeys,Susan Minot,2000-08-08,Vintage
40051,Evening,Susan Minot,1999-09-07,Vintage
40053,Three Genres: Writing Fiction/Literary Nonfiction  Poetry  and Drama,Stephen Minot,2006-07-01,Prentice Hall
40054,The Tiny One,Eliza Minot,2000-10-17,Vintage
40067,Thunderstruck,Erik Larson,2006-10-24,Crown Publishing Group (NY)
40070,The Naked Consumer: How Our Private Lives Become Public Commodities,Erik  Larson,1994-02-01,Penguin Books
40076,Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,2006-08-01,Lark Books
40081,The Meanest Doll in the World (Doll People  #2),Ann M. Martin/Laura Godwin/Brian Selznick,2005-05-15,Little  Brown Books for Young Readers
40090,Sacred Games (Sacred Games),Vikram Chandra,2007-01-09,HarperCollins
40100,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2003-08-26,Plume
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,2007-04-03,Back Bay Books
40106,Beatrice's Goat,Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton,2004-07-01,Aladdin
40127,Leonardo's Swans,Karen Essex,2007-01-09,Anchor Books
40128,The Notebooks of Leonardo da Vinci,Leonardo da Vinci/Irma A. Richter,1999-01-28,Oxford University Press
40130,Leonardo da Vinci: Obra pictorica completa y obra grafica,Frank Zöllner/Johannes Nathan/Frank Zöllner,2003-02-01,Taschen
40132,Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci/Martin Kemp,2001-08-11,Yale University Press
40138,Bone In The Throat,Anthony Bourdain,2002-04-30,Canongate Books
40139,Gone Bamboo,Anthony Bourdain,2002-05-01,Canongate Books
40143,The Family That Couldn't Sleep: A Medical Mystery,D.T. Max,2007-09-11,Random House Trade Paperbacks
40145,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,2000-03-31,HarperCollins
40146,Dear Genius...: A Memoir of My Life with Truman Capote,Jack Dunphy,1987-12-01,McGraw-Hill Companies
40152,Only Revolutions,Mark Z. Danielewski,2006-09-12,Pantheon Books
40153,The Whalestoe Letters,Mark Z. Danielewski,2000-10-10,Pantheon
40155,La Maison des feuilles,Mark Z. Danielewski/Christophe Claro,2002-08-29,Denoël
42020,Girl Meets Ape,Chris Manby,2004-01-05,Coronet
40156,The Thief (The Queen's Thief  #1),Megan Whalen Turner,1998-01-28,San Val
40157,Instead of Three Wishes,Megan Whalen Turner,2006-08-08,Greenwillow Books
40158,The Queen of Attolia (The Queen's Thief  #2),Megan Whalen Turner,2006-01-24,Eos
40159,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,2006-01-24,Greenwillow Books
40160,Firebirds: An Anthology of Original Fantasy and Science Fiction,Sharyn November/Lloyd Alexander/Emma Bull/Charles Vess/Michael Cadnum/Kara Dalkey/Nancy Farmer/Nina Kiriki Hoffman/Diana Wynne Jones/Patricia A. McKillip/Garth Nix/Meredith Ann Pierce/Delia Sherman/Sherwood Smith/Nancy Springer/Megan Whalen Turner/Elizabeth Wein/Laurel Winter,2005-05-05,Firebird
40174,Herzog on Herzog,Paul Cronin,2003-07-09,Farrar  Straus and Giroux
40180,Vesco,Arthur Herzog III,2003-03-11,iUniverse
40184,Encore Provence: New Adventures in the South of France,Peter Mayle,2000-04-25,Vintage
40187,Confessions of a French Baker: Breadmaking Secrets  Tips  and Recipes,Peter Mayle/Gerard Auzet,2005-10-25,Alfred A. Knopf
40189,A Year in Provence,Peter Mayle,1991-06-04,Vintage
40199,How to Breathe Underwater,Julie Orringer,2005-04-07,Penguin
40200,The Crimson Petal and the White,Michel Faber,2003-09-11,Canongate Books
40208,Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane/Jayne Anne Phillips,2006-11-01,Bantam Classics
40209,Maggie: A Girl of the Streets and Other Tales of New York,Stephen Crane/Larzer Ziff/Theo Davis,2001-03-29,Penguin Classics
40214,Kushiel's Scion (Imriel's Trilogy  #1),Jacqueline Carey,2006-06-12,Warner Books (NY)
40215,Theft: A Love Story,Peter Carey,2006-05-09,Alfred A. Knopf
40217,Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,2007-06-14,Roc
40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,2000-03-15,Hachette Books
40220,Godslayer (The Sundering  #2),Jacqueline Carey,2006-06-27,Tor Books
40223,Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,2004-09-17,Tor
40226,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,1997-11-01,MetroBooks (NY)
40259,World Atlas of Great Apes and their Conservation,Julian Caldecott/Lera Miles,2005-11-01,University of California Press
40260,The Great Ape Project: Equality Beyond Humanity,Paola Cavalieri/Peter Singer,1994-12-15,St. Martin's Griffin
40262,Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,1991-03-18,Houghton Mifflin
40264,The Nature of Play: Great Apes and Humans,Anthony D. Pellegrini/Peter K. Smith,2004-12-06,The Guilford Press
40271,Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,2005-12-01,Tor Books
40273,Star Trek Voyager Companion,Paul Ruditis,2003-05-01,Pocket Books
40276,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L. Alan LeDoux,2002-12-02,Haynes Manuals N. America  Inc.
40277,Evolution (Star Trek Voyager: String Theory  #3),Heather Jarman,2006-02-28,Pocket Books
40281,Masterpieces: The Best Science Fiction of the Twentieth Century,Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss,2004-03-02,Ace Books
40284,Earthborn (Homecoming Saga #5),Orson Scott Card,1995-05-01,Tor Books
40286,First Meetings: In the Enderverse,Orson Scott Card,2013-03-01,Little  Brown Young Readers
40287,Wyrms,Orson Scott Card,2003-04-05,Orb Books
40289,The Abyss,Orson Scott Card/James Francis Cameron,1989-10-05,Legend
40291,Shadow Puppets (Shadow Series  #3),Orson Scott Card,2002-08-19,Doherty  Tom Associates  LLC
40293,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,2016-03-01,Tor Books
40295,This Is the Way the World Ends,James K. Morrow,1995-04-24,Harcourt Brace & company
40296,Galapagos: World's End,William Beebe,1988-05-01,Dover Publications
40297,The Well At The World's End: Volume I,William Morris/Lin Carter,2000-03-20,Borgo Press
40299,The Well at the World's End: Volume II,William Morris,2000-03-20,Borgo Press
40303,Lost Boys,Orson Scott Card,1994-07-10,Random House Value Publishing
40304,The Worthing Saga (Worthing  #1-3),Orson Scott Card,1992-12-15,Tor Books
40312,The Rocky Road to Romance (Elsie Hawkins #4),Janet Evanovich,2011-11-29,Harper
40314,Love Overboard,Janet Evanovich,2005-02-01,HarperTorch
40318,Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,2014-02-25,Harper
40326,More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,2007-04-03,St. Martin's Press
40328,Full Blast (Full #4),Janet Evanovich/Charlotte Hughes,2004-04-19,St. Martin's Paperbacks
40329,Metro Girl (Alex Barnaby  #1),Janet Evanovich,2005-09-27,HarperTorch
40331,To the Nines (Stephanie Plum  #9),Janet Evanovich,2004-06-05,St. Martin's Press
40335,Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,2003-11-03,Headline
40338,Love Overboard,Janet Evanovich/C.J. Critt,2005-01-25,HarperAudio
40339,The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich/C.J. Critt,2004-08-31,HarperAudio
40342,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,2007-06-29,St. Martin's Press
40343,The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,2016-02-16,Macmillan Audio
40347,Hard Eight (Stephanie Plum  #8),Janet Evanovich,2003-06-23,Headline Review
40359,Hot Six (Stephanie Plum  #6),Janet Evanovich,2001-06-01,Pan MacMillan
40360,Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,2006-07-25,HarperAudio
40361,Martian Time-Slip,Philip K. Dick,1999-07-08,Gollancz
40364,The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,2000-10-03,Spectra Books
40372,Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,2001-09-01,Bison Books
40376,Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,1979-07-12,Del Rey
40378,The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs/John Bolen,2005-01-01,Tantor Media
40379,The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,2001-02-01,Tantor Media
40384,Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,1980-01-12,Del Rey
40385,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,1979-04-12,Ballantine Books
40386,A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,1984-10-12,Del Rey
40387,Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,1986-07-12,Del Rey
40388,John Carter of Mars (Barsoom #11),Edgar Rice Burroughs,1985-07-12,Del Rey
40395,A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs/John Seelye,2007-01-30,Penguin Books
40421,Escape on Venus (Venus  #4),Edgar Rice Burroughs,1991-06-15,Del Rey
40424,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs,1988-11-30,Random House Value Publishing
40425,Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,2003-09-01,Wildside Press
40436,The Five People You Meet in Heaven,Mitch Albom,2005-09-02,Time Warner Paperbacks
40437,Murder in the Bastille (Aimee Leduc Investigations  #4),Cara Black,2004-04-01,Soho Crime
40440,The Thirteenth Tale,Diane Setterfield,2006-09-12,Atria Books
40450,Market Forces,Richard K. Morgan,2005-03-01,Ballantine Books
40451,Black Widow: The Things They Say About Her,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,2006-06-07,Marvel
40452,Black Widow: Homecoming,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,2005-05-11,Marvel
40459,Ragtime,E.L. Doctorow,1977-03-01,Bantam Books
40460,Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,2006-07-25,Delta
40465,Thank You for Smoking,Christopher Buckley,2006-02-14,Random House Trade Paperbacks
40468,The Crossing,Cormac McCarthy,1996-04-28,Random House Value Publishing
40470,Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,1999-05-25,Vintage
40473,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,2004-09-07,NAL
40478,The Agony and the Ecstasy,Irving Stone,1991-01-01,Arrow
40482,Harvest,Tess Gerritsen,1997-08-01,Pocket Books
40483,Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,1981-05-12,Ballantine Books
40484,Story of O,Pauline Réage/John Paul Hand,1998-05-08,Running Press Adult
40485,The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,2003-09-09,Random House Value Publishing
40487,The Illustrated Story Of O,Doris Kloster/Pauline Réage,2001-09-20,St. Martin's Press
40490,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,1975-11-01,Banner of Truth
40491,Valley Of Silence (Circle Trilogy  #3),Nora Roberts,2006-11-01,Berkley Books
40492,Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld/Steve Wozniak,2004-12-16,O'Reilly Media
40493,The Valley of Horses (Earth's Children  #2),Jean M. Auel,2002-06-25,Bantam
40496,How Green Was My Valley,Richard Llewellyn,2001-06-28,Penguin Classics
40502,Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,1986-07-12,Ballantine
40504,Once a Warrior (Warriors  #1),Karyn Monk,1997-03-31,Fanfare
